juni
"2016-06-01 00:00,""0"""
"2016-06-01 00:05,""0"""
"2016-06-01 00:10,""0"""
"2016-06-01 00:15,""0"""
"2016-06-01 00:20,""0"""
"2016-06-01 00:25,""0"""
"2016-06-01 00:30,""0"""
"2016-06-01 00:35,""0"""
"2016-06-01 00:40,""0"""
"2016-06-01 00:45,""0"""
"2016-06-01 00:50,""0"""
"2016-06-01 00:55,""0"""
"2016-06-01 01:00,""0"""
"2016-06-01 01:05,""0"""
"2016-06-01 01:10,""0"""
"2016-06-01 01:15,""0"""
"2016-06-01 01:20,""0"""
"2016-06-01 01:25,""0"""
"2016-06-01 01:30,""0"""
"2016-06-01 01:35,""0"""
"2016-06-01 01:40,""0"""
"2016-06-01 01:45,""0"""
"2016-06-01 01:50,""0"""
"2016-06-01 01:55,""0"""
"2016-06-01 02:00,""0"""
"2016-06-01 02:05,""0"""
"2016-06-01 02:10,""0"""
"2016-06-01 02:15,""0"""
"2016-06-01 02:20,""0"""
"2016-06-01 02:25,""0"""
"2016-06-01 02:30,""0"""
"2016-06-01 02:35,""0"""
"2016-06-01 02:40,""0"""
"2016-06-01 02:45,""0"""
"2016-06-01 02:50,""0"""
"2016-06-01 02:55,""0"""
"2016-06-01 03:00,""0"""
"2016-06-01 03:05,""0"""
"2016-06-01 03:10,""0"""
"2016-06-01 03:15,""0"""
"2016-06-01 03:20,""0"""
"2016-06-01 03:25,""0"""
"2016-06-01 03:30,""0"""
"2016-06-01 03:35,""0"""
"2016-06-01 03:40,""0"""
"2016-06-01 03:45,""0"""
"2016-06-01 03:50,""0"""
"2016-06-01 03:55,""0"""
"2016-06-01 04:00,""0"""
"2016-06-01 04:05,""0"""
"2016-06-01 04:10,""0"""
"2016-06-01 04:15,""0"""
"2016-06-01 04:20,""0"""
"2016-06-01 04:25,""0"""
"2016-06-01 04:30,""0"""
"2016-06-01 04:35,""0"""
"2016-06-01 04:40,""0"""
"2016-06-01 04:45,""0"""
"2016-06-01 04:50,""0"""
"2016-06-01 04:55,""0"""
"2016-06-01 05:00,""0"""
"2016-06-01 05:05,""0"""
"2016-06-01 05:10,""0"""
"2016-06-01 05:15,""0"""
"2016-06-01 05:20,""0"""
"2016-06-01 05:25,""0"""
"2016-06-01 05:30,""0"""
"2016-06-01 05:35,""5"""
"2016-06-01 05:40,""7"""
"2016-06-01 05:45,""8"""
"2016-06-01 05:50,""7"""
"2016-06-01 05:55,""8"""
"2016-06-01 06:00,""7"""
"2016-06-01 06:05,""6"""
"2016-06-01 06:10,""9"""
"2016-06-01 06:15,""12"""
"2016-06-01 06:20,""15"""
"2016-06-01 06:25,""24"""
"2016-06-01 06:30,""20"""
"2016-06-01 06:35,""14"""
"2016-06-01 06:40,""10"""
"2016-06-01 06:45,""10"""
"2016-06-01 06:50,""12"""
"2016-06-01 06:55,""13"""
"2016-06-01 07:00,""15"""
"2016-06-01 07:05,""17"""
"2016-06-01 07:10,""25"""
"2016-06-01 07:15,""21"""
"2016-06-01 07:20,""31"""
"2016-06-01 07:25,""44"""
"2016-06-01 07:30,""57"""
"2016-06-01 07:35,""64"""
"2016-06-01 07:40,""85"""
"2016-06-01 07:45,""84"""
"2016-06-01 07:50,""81"""
"2016-06-01 07:55,""68"""
"2016-06-01 08:00,""61"""
"2016-06-01 08:05,""57"""
"2016-06-01 08:10,""47"""
"2016-06-01 08:15,""40"""
"2016-06-01 08:20,""49"""
"2016-06-01 08:25,""63"""
"2016-06-01 08:30,""80"""
"2016-06-01 08:35,""74"""
"2016-06-01 08:40,""55"""
"2016-06-01 08:45,""51"""
"2016-06-01 08:50,""42"""
"2016-06-01 08:55,""37"""
"2016-06-01 09:00,""23"""
"2016-06-01 09:05,""23"""
"2016-06-01 09:10,""31"""
"2016-06-01 09:15,""39"""
"2016-06-01 09:20,""77"""
"2016-06-01 09:25,""91"""
"2016-06-01 09:30,""90"""
"2016-06-01 09:35,""93"""
"2016-06-01 09:40,""64"""
"2016-06-01 09:45,""54"""
"2016-06-01 09:50,""39"""
"2016-06-01 09:55,""20"""
"2016-06-01 10:00,""13"""
"2016-06-01 10:05,""11"""
"2016-06-01 10:10,""13"""
"2016-06-01 10:15,""22"""
"2016-06-01 10:20,""28"""
"2016-06-01 10:25,""25"""
"2016-06-01 10:30,""51"""
"2016-06-01 10:35,""22"""
"2016-06-01 10:40,""31"""
"2016-06-01 10:45,""21"""
"2016-06-01 10:50,""37"""
"2016-06-01 10:55,""71"""
"2016-06-01 11:00,""74"""
"2016-06-01 11:05,""69"""
"2016-06-01 11:10,""74"""
"2016-06-01 11:15,""78"""
"2016-06-01 11:20,""66"""
"2016-06-01 11:25,""95"""
"2016-06-01 11:30,""129"""
"2016-06-01 11:35,""136"""
"2016-06-01 11:40,""170"""
"2016-06-01 11:45,""163"""
"2016-06-01 11:50,""130"""
"2016-06-01 11:55,""146"""
"2016-06-01 12:00,""139"""
"2016-06-01 12:05,""132"""
"2016-06-01 12:10,""130"""
"2016-06-01 12:15,""190"""
"2016-06-01 12:20,""131"""
"2016-06-01 12:25,""151"""
"2016-06-01 12:30,""132"""
"2016-06-01 12:35,""95"""
"2016-06-01 12:40,""59"""
"2016-06-01 12:45,""64"""
"2016-06-01 12:50,""56"""
"2016-06-01 12:55,""69"""
"2016-06-01 13:00,""80"""
"2016-06-01 13:05,""69"""
"2016-06-01 13:10,""66"""
"2016-06-01 13:15,""64"""
"2016-06-01 13:20,""70"""
"2016-06-01 13:25,""62"""
"2016-06-01 13:30,""62"""
"2016-06-01 13:35,""85"""
"2016-06-01 13:40,""129"""
"2016-06-01 13:45,""108"""
"2016-06-01 13:50,""67"""
"2016-06-01 13:55,""78"""
"2016-06-01 14:00,""68"""
"2016-06-01 14:05,""90"""
"2016-06-01 14:10,""139"""
"2016-06-01 14:15,""149"""
"2016-06-01 14:20,""154"""
"2016-06-01 14:25,""165"""
"2016-06-01 14:30,""151"""
"2016-06-01 14:35,""142"""
"2016-06-01 14:40,""140"""
